"Set_Image","Object_Nbr","CenterX_Cells_Location_","CenterY_Cells_Location_","TouchesImageBorder_Cells_TagImageBorder_","Cd40","Atf3","Tnf","Area","Eccentricity_Cells_AreaShape_","Extent_Cells_AreaShape_","EulerNumber_Cells_AreaShape_","Perimeter_Cells_AreaShape_","FormFactor_Cells_AreaShape_","MajorAxisLength_Cells_AreaShape_","MinorAxisLength_Cells_AreaShape_","Orientation_Cells_AreaShape_","Genotype","Timepoint","Sample","Replicate"
"Set #2, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position002_C1_MAX.tif",76,1930.56,895.943,0,5,0,9,9843,0.887173,0.489117,1,567.655,0.382507,169.823,78.3628,-36.7034,"Rad21KO","8h","Rad21KO_8h",1
"Set #2, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position002_C1_MAX.tif",78,1956.9,1609.57,0,3,3,1,11461,0.52396,0.628896,1,592.929,0.408285,133.607,113.799,40.0296,"Rad21KO","8h","Rad21KO_8h",1
"Set #2, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position002_C1_MAX.tif",79,1970.23,1196.99,0,3,2,7,10552,0.87595,0.51298,1,622.784,0.340782,183.769,88.6502,-75.1439,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",3,136.218,1753.9,0,21,6,3,12652,0.708644,0.496566,1,783.35,0.258434,165.765,116.958,40.3386,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",4,191.748,1949.25,0,28,8,8,9292,0.94813,0.372276,1,592.229,0.331798,202.085,64.2392,-59.736,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",5,302.128,413.422,0,10,3,2,15277,0.538781,0.632117,1,727.792,0.361444,155.205,130.752,-50.4672,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",6,301.504,1868.4,0,21,1,24,20032,0.811542,0.44211,1,940.244,0.284138,220.744,128.979,-59.1334,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",7,419.504,1074.86,0,11,3,23,11087,0.359164,0.546804,1,620.04,0.361231,130.124,121.441,-60.0908,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",8,400.174,103.313,0,7,4,12,18480,0.778607,0.6098,1,889.018,0.293166,201.775,126.616,12.7089,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",9,474.81,915.466,0,17,0,11,9565,0.922123,0.521708,1,610.025,0.321941,182.91,70.767,6.65713,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",10,584.567,1415.92,0,6,3,7,16261,0.641316,0.620744,1,744.605,0.36757,167.732,128.697,-55.9936,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",11,591.448,954.016,0,4,2,1,10515,0.958495,0.371607,1,774.857,0.219511,241.513,68.8581,18.329,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",12,619.062,763.341,0,12,4,6,13010,0.851676,0.578222,1,617.972,0.426722,183.056,95.9336,19.2764,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",13,704.246,377.344,0,25,3,14,11541,0.628604,0.549571,1,660.415,0.331517,147.716,114.882,0.0757991,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",14,766.811,1175.98,0,16,2,18,11187,0.888582,0.419177,1,723.152,0.26808,191.69,87.9319,-57.37,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",15,824.458,207.56,0,22,2,19,16791,0.805702,0.540773,1,784.83,0.341688,195.829,115.994,-86.9776,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",16,894.039,703.336,0,35,8,9,15981,0.923953,0.445401,1,931.164,0.231116,272.838,104.362,-10.1548,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",17,886.5,1565.67,0,11,0,1,11441,0.49541,0.355885,1,864.34,0.192,168.8,146.63,-60.1666,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",18,913.512,1269.95,0,13,2,7,9273,0.883758,0.36217,1,630.353,0.292338,171.072,80.0522,48.6097,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",19,889.104,575.713,0,13,0,6,11545,0.933792,0.360387,1,769.448,0.244409,222.251,79.5251,-20.852,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",20,953.314,1171.29,0,21,1,4,12576,0.886284,0.407571,1,826.62,0.230723,209.496,97.0266,-23.2885,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",22,1041.74,879.961,0,28,7,2,15075,0.861381,0.39881,1,819.623,0.281307,210.087,106.716,-44.8952,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",23,1184.66,1142.93,0,41,2,44,32074,0.788844,0.537334,1,1092.38,0.337151,276.157,169.724,-24.4934,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",24,1139.59,1440.51,0,6,5,14,14224,0.73186,0.313249,1,931.402,0.205601,214.105,145.903,13.1349,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",26,1180.29,152.25,0,2,0,0,12268,0.766051,0.500285,1,827.364,0.224668,167.034,107.366,12.3138,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",27,1191.98,1588.92,0,1,2,1,13998,0.365032,0.378396,1,782.738,0.286374,163.778,152.477,7.41717,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",28,1287.54,845.424,0,38,8,22,26468,0.925659,0.334902,1,1142.52,0.254355,316.051,119.58,-52.5927,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",29,1296.31,393.081,0,19,9,10,19081,0.970823,0.233561,1,1189.15,0.16928,353.885,84.8603,36.7216,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",31,1419.77,566.062,0,5,4,12,21804,0.622989,0.542321,1,1006.84,0.269753,193.947,151.711,63.2926,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",32,1464.4,1830.57,0,12,0,4,10122,0.673336,0.481518,1,788.469,0.204083,146.912,108.617,-51.1211,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",33,1519.69,1278.06,0,11,1,4,7957,0.653907,0.531743,1,482.01,0.428595,120.993,91.5401,30.4222,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",35,1523.85,1536.2,0,10,0,2,11039,0.362263,0.663721,1,486.766,0.583064,124.198,115.762,78.1806,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",36,1540.21,1071.25,0,16,3,40,12518,0.705988,0.378199,1,792.356,0.249924,171.607,121.537,54.9455,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",37,1652.43,682.561,0,27,1,4,10601,0.957327,0.398594,1,685.217,0.282901,223.956,64.7251,68.4353,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",38,1701.16,1122.62,0,36,3,24,13613,0.919456,0.24047,1,1119.75,0.136191,293.061,115.229,57.1394,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",39,1848.62,869.32,0,11,3,0,12163,0.872955,0.487222,1,710.632,0.301814,185.336,90.4074,43.7272,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",40,1845.91,1707.02,0,11,2,7,12187,0.798643,0.443874,1,694.678,0.316439,172.615,103.881,52.0253,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",41,1913.17,367.831,0,7,1,5,6741,0.905366,0.61154,1,471.094,0.380082,146.087,62.0333,74.7293,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",42,1933.67,1281.16,0,9,1,12,19329,0.767624,0.545647,1,897.238,0.301048,204.024,130.759,-27.9113,"Rad21KO","8h","Rad21KO_8h",1
"Set #3, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position003_C1_MAX.tif",43,1915.94,1479.43,0,71,5,5,11992,0.800549,0.495701,1,694.958,0.311125,170.407,102.12,22.323,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",3,135.133,1255.43,0,98,3,16,25164,0.916728,0.355183,1,1151.32,0.238145,318.228,127.136,-61.6961,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",4,318.732,1233.19,0,14,2,18,12235,0.905448,0.512611,1,657.719,0.354335,198.401,84.2129,66.7767,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",6,369.891,196.823,0,4,0,0,13320,0.826149,0.507429,1,689.228,0.351341,179.987,101.414,25.4305,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",7,387.088,723.763,0,8,1,4,15096,0.794432,0.496775,1,804.804,0.292155,189.746,115.243,-7.00611,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",8,479.64,520.314,0,19,12,12,14159,0.834709,0.475134,1,753.603,0.312468,194.583,107.155,-46.8027,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",9,625.933,327.632,0,13,1,3,23138,0.384329,0.669289,1,871.419,0.382019,182.302,168.301,3.5047,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",10,633.72,569.339,0,12,4,5,14801,0.828815,0.386732,1,902.417,0.22789,210.949,118.031,52.9582,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",11,639.644,1710.35,0,5,0,1,12095,0.980898,0.20694,1,962.557,0.163705,343.719,66.8618,-56.4573,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",13,793.638,719.732,0,101,1,144,22552,0.760199,0.594726,1,935.191,0.323345,219.403,142.544,-83.2769,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",14,832.387,1481.76,0,9,1,13,18567,0.681688,0.633902,1,749.625,0.4141,185.524,135.737,-85.6285,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",15,975.025,1359.51,0,13,3,3,13962,0.865969,0.572307,1,784.368,0.284453,194.738,97.388,-83.7801,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",16,1014.16,62.3471,0,0,0,0,2544,0.805751,0.523026,1,260.42,0.467788,75.577,44.7608,36.7639,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",18,1136.18,1753.3,0,18,4,13,17452,0.857685,0.332666,1,892.64,0.274619,252.022,129.584,30.1384,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",19,1163.83,541.342,0,8,0,30,16387,0.603186,0.658615,1,663.351,0.466567,163.17,130.144,-84.5233,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",20,1210.99,1265.19,0,14,3,16,15680,0.757105,0.460783,1,788.049,0.316481,185.605,121.254,38.5776,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",21,1291.48,859.599,0,4,1,10,13544,0.751901,0.630775,1,860.347,0.229404,169.527,111.765,-15.9478,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",22,1650.37,1776.67,0,1,2,24,13794,0.970756,0.287735,1,805.943,0.266204,279.947,67.2065,-36.8229,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",23,1723.75,977.604,0,15,0,8,16905,0.894199,0.477583,1,847.395,0.295141,224.43,100.47,31.7633,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",24,1744.15,701.669,0,19,3,16,15092,0.936635,0.326102,1,937.582,0.215284,255.844,89.6242,30.8,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",25,1730.02,1167.33,0,4,10,3,13967,0.815079,0.500825,1,689.673,0.367932,184.619,106.959,40.2363,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",26,1717.41,423.26,0,35,7,12,16353,0.473559,0.537397,1,729.007,0.385614,156.549,137.883,-86.4019,"Rad21KO","8h","Rad21KO_8h",1
"Set #4, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position004_C1_MAX.tif",27,1799.96,1535.39,0,22,3,4,16360,0.79139,0.642173,1,687.036,0.434281,189.025,115.553,71.3493,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",3,134.208,661.856,0,8,0,9,14652,0.859759,0.540305,1,681.413,0.395378,197.532,100.88,-48.7636,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",4,139.766,1007.09,0,9,0,1,9156,0.571815,0.644607,1,492.289,0.472838,123.122,101.007,80.6374,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",5,313.659,1719.54,0,13,5,5,15545,0.875626,0.465029,1,841.78,0.275025,217.949,105.267,74.8442,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",7,591.454,1781.49,0,12,5,7,19297,0.728864,0.435087,1,1183.95,0.172703,213.581,146.23,44.1978,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",8,708.575,1064.33,0,23,2,6,19264,0.807775,0.496764,1,1046.05,0.22081,211.355,124.592,75.8698,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",9,865.166,1528.39,0,47,0,14,13835,0.734108,0.613036,1,641.102,0.421678,165.506,112.384,24.5915,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",10,930.073,1029.7,0,18,13,21,23296,0.733836,0.594225,1,928.055,0.339163,216.552,147.109,74.257,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",11,898.268,357.738,0,11,2,1,14661,0.900399,0.540119,1,787.393,0.296407,215.097,93.5812,87.8267,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",12,942.098,1692.17,0,40,2,11,10998,0.819772,0.593524,1,565.49,0.430665,161.382,92.4218,-18.2663,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",13,930.488,1392.38,0,61,2,10,14380,0.942169,0.342381,1,939.995,0.204077,278.099,93.2016,-71.1501,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",14,1218.99,1401.2,0,27,1,17,8933,0.798579,0.653427,1,447.301,0.558557,139.181,83.7714,-15.5456,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",15,1271.13,600.58,0,23,0,6,19555,0.610374,0.602657,1,805.853,0.377467,184.061,145.798,1.27625,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",16,1376.36,1213.0,0,39,6,13,34720,0.820958,0.486683,1,1224.33,0.290591,298.789,170.605,-44.3271,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",17,1510.54,227.639,0,9,2,12,17455,0.913526,0.512313,1,923.919,0.256403,262.311,106.703,83.0821,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",18,1690.06,463.009,0,25,2,21,18544,0.715301,0.559127,1,807.765,0.356261,188.003,131.38,5.55009,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",19,1705.43,1659.25,0,6,2,4,12435,0.487628,0.524684,1,713.856,0.305787,143.186,125.009,-23.3516,"Rad21KO","8h","Rad21KO_8h",1
"Set #5, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position005_C1_MAX.tif",20,1790.83,1585.43,0,14,0,1,10780,0.924288,0.410385,1,669.032,0.301743,199.155,76.0169,-27.5652,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",4,126.853,215.194,0,18,0,7,23311,0.791757,0.62664,1,994.215,0.295758,226.334,138.253,-4.43476,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",5,174.508,1043.14,0,28,0,8,11675,0.419213,0.370588,1,888.034,0.185622,159.438,144.752,-38.0977,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",6,255.609,1183.19,0,18,4,8,11951,0.956763,0.341184,1,907.677,0.181884,301.882,87.8082,83.5425,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",7,287.569,1780.28,0,32,1,5,8780,0.796366,0.706924,1,459.092,0.521213,137.778,83.3303,82.431,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",8,327.442,524.061,0,16,0,8,12194,0.920991,0.391147,1,707.597,0.305181,223.176,86.946,27.9295,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",9,307.574,790.552,0,16,2,24,21523,0.525666,0.630046,1,917.873,0.320333,185.769,158.032,20.4647,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",10,339.341,95.9944,0,12,0,3,7133,0.419859,0.504598,1,492.612,0.367884,105.038,95.3311,67.8566,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",11,364.857,1766.26,0,45,2,3,11606,0.775793,0.581988,1,585.106,0.424561,161.514,101.914,82.5285,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",12,464.491,1396.2,0,0,3,23,16740,0.719447,0.463455,1,749.253,0.373723,191.223,132.814,64.3105,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",13,515.451,327.596,0,21,1,18,12914,0.868514,0.549065,1,680.942,0.34896,189.006,93.6834,72.0256,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",14,572.749,982.179,0,6,1,2,16881,0.663963,0.603626,1,789.891,0.339137,174.008,130.117,48.3143,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",16,682.391,655.302,0,42,6,8,9522,0.606171,0.677192,1,449.046,0.590778,124.441,98.9723,-6.60005,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",17,711.641,1246.26,0,17,0,88,20918,0.694725,0.584694,1,975.698,0.275556,195.962,140.951,65.6783,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",18,722.125,1637.7,0,55,2,9,18942,0.81374,0.530009,1,870.535,0.313376,210.671,122.448,47.3614,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",19,861.715,1384.54,0,17,5,2,11379,0.894411,0.434645,1,694.712,0.29543,201.406,90.078,-77.9029,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",21,928.09,875.961,0,24,4,15,23869,0.781422,0.584738,1,990.469,0.305131,233.59,145.761,-3.49072,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",22,929.113,330.791,0,53,3,22,17708,0.848748,0.57587,1,886.985,0.282207,214.636,113.499,-81.633,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",24,1066.5,1159.35,0,73,5,7,30877,0.792085,0.454608,1,1223.35,0.258842,277.885,169.624,72.8698,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",26,1194.84,521.398,0,9,5,11,12881,0.868507,0.422924,1,808.715,0.246885,200.819,99.5416,64.1429,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",27,1237.06,1740.73,0,43,7,3,20292,0.731016,0.688051,1,859.106,0.344692,197.445,134.729,75.4649,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",28,1243.14,856.424,0,24,1,34,12738,0.650505,0.530087,1,613.052,0.424523,151.353,114.953,-80.8751,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",29,1301.01,1377.64,0,35,6,12,9877,0.923213,0.533546,1,627.763,0.31395,197.646,75.9531,16.3224,"Rad21KO","8h","Rad21KO_8h",1
"Set #6, 9Dec_8hFL_cd40_tnf_atf3_Mark_and_Find_001_Position006_C1_MAX.tif",30,1310.14,1436.34,0,32,0,21,6166,0.626165,0.600975,1,391.782,0.502239,103.541,80.73,25.2736,"Rad21KO","8h","Rad21KO_8h",1
